,Unnamed: 0,artist,date,position,streams,track_name,url
68796,68796,G-Eazy,2017-12-14,197,41251,Him & I,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
68917,68917,Eminem,2017-12-15,118,58000,River (feat. Ed Sheeran),https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s
68989,68989,Post Malone,2017-12-15,190,42752,rockstar - Remix,https://open.spotify.com/track/4fy6HNnu1XXq2j1Y56EP2H
69123,69123,Eminem,2017-12-16,124,56131,River (feat. Ed Sheeran),https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
69138,69138,MC Fioti,2017-12-16,139,51592,Bum Bum Tam Tam,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
69195,69195,Abraham Mateo,2017-12-16,196,40625,Háblame Bajito,https://open.spotify.com/track/1s46xFwjfRUkRlPlX3PwPk
69567,69567,G-Eazy,2017-12-18,168,42463,Him & I (with Halsey),https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
70315,70315,J Balvin,2017-12-22,116,62194,Bonita - Remix,https://open.spotify.com/track/400nZFg9JEXd9DTBJf1PE3
70386,70386,Anitta,2017-12-22,187,45286,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
70589,70589,Ozuna,2017-12-23,190,43574,La Modelo,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH
70654,70654,Luis Miguel,2017-12-24,55,91529,"Navidad, Navidad",https://open.spotify.com/track/683fOEDnFrDuFM9oMpuEhK
70658,70658,José Feliciano,2017-12-24,59,85340,Feliz Navidad,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
70714,70714,Wham!,2017-12-24,115,57707,Last Christmas,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
70728,70728,Ariana Grande,2017-12-24,129,53753,Santa Tell Me,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
70737,70737,Justin Bieber,2017-12-24,138,51749,Mistletoe,https://open.spotify.com/track/32OWobmyAz8J2qA8iWekyS
70743,70743,Luis Miguel,2017-12-24,144,51140,Blanca Navidad,https://open.spotify.com/track/77J6wE54qpAb2iGegfCVFu
70756,70756,Sia,2017-12-24,157,47755,Santa's Coming For Us,https://open.spotify.com/track/3AlpkljBS1AU7HFVPms8K6
70757,70757,Bobby Helms,2017-12-24,158,47412,Jingle Bell Rock,https://open.spotify.com/track/1cImYkHOQMFE7AZC9aOk4y
70774,70774,Celia Cruz y La Sonora Matancera,2017-12-24,175,44263,Jingle Bells,https://open.spotify.com/track/1tJePvSadxiVbcU9KNLzGu
70777,70777,Michael Bublé,2017-12-24,178,43775,It's Beginning to Look a Lot Like Christmas,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
70778,70778,Miley Cyrus,2017-12-24,179,43587,Rockin' Around The Christmas Tree - Recorded at Spotify Studios NYC,https://open.spotify.com/track/5lyikKk6KFWfWCuDDir9Fx
70781,70781,Juanes,2017-12-24,182,42862,El Burrito De Belén,https://open.spotify.com/track/7DxJqMhtaqJJNBROZxgj5u
70858,70858,Vazquez Sounds,2017-12-25,59,96050,Blanca Navidad,https://open.spotify.com/track/1nobDMo2NzOyNXgCeyD8f7
70862,70862,Chuck Berry,2017-12-25,63,95082,Run Rudolph Run - Single Version,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ
70865,70865,Elvis Presley,2017-12-25,66,90123,Blue Christmas,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
70870,70870,Luis Miguel,2017-12-25,71,84835,Santa Claus Llegó A La Ciudad,https://open.spotify.com/track/0IrKbfhVKW0xpPEzRDeSUb
70876,70876,La Rondallita,2017-12-25,77,80581,El Burrito de Belen (El Burrito Sabanero),https://open.spotify.com/track/32Op3MBy63igvqfsSy5TWu
70880,70880,Coldplay,2017-12-25,81,78405,Christmas Lights,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
70885,70885,Mariah Carey,2017-12-25,86,77120,All I Want For Christmas Is You,https://open.spotify.com/track/2g2N78BH9x4iAzeSvjG7dU
70886,70886,Luis Miguel,2017-12-25,87,76942,Llegó La Navidad,https://open.spotify.com/track/2P3RQbqU5xw1heCZSSVyL5
70891,70891,Ariana Grande,2017-12-25,92,72558,Santa Baby,https://open.spotify.com/track/41XCLKG0xl01mGprBDtTNS
70903,70903,Michael Bublé,2017-12-25,104,65842,Holly Jolly Christmas,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
70904,70904,The Jackson 5,2017-12-25,105,65602,Santa Claus Is Coming To Town,https://open.spotify.com/track/6a1hzBiTkgqTsDA0Xgfh9z
70912,70912,John Lennon,2017-12-25,113,63116,Happy Xmas (War Is Over) - Remastered,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
70914,70914,Rosana,2017-12-25,115,61411,En Navidad - Villancico,https://open.spotify.com/track/5B7T5rlFMewr6Npbuw8q8t
70916,70916,Gwen Stefani,2017-12-25,117,61202,Let It Snow,https://open.spotify.com/track/67ysoHKWwlQXSaqxefj0Ey
70930,70930,Luis Miguel,2017-12-25,131,58571,Te Deso Muy Felices Fiestas,https://open.spotify.com/track/45fKgDxHS174490B3qruhx
70932,70932,Grupo Infantil Guarderia Pon,2017-12-25,133,58250,Noche de Paz,https://open.spotify.com/track/78htwpe3lTJNHT3UghIBH3
70937,70937,Kelly Clarkson,2017-12-25,138,55941,Christmas Eve - Recorded at Spotify Studios NYC,https://open.spotify.com/track/0ezxVlILGg3XiTJONE7PEn
70939,70939,Raphael,2017-12-25,140,55497,El Tamborilero,https://open.spotify.com/track/3tvalAG6drBYzkoMMnw6og
70942,70942,Los Cantaseries,2017-12-25,143,55228,Campanas de Belen,https://open.spotify.com/track/4Zbx65nGu6woGnJOqBHw50
70945,70945,Luis Miguel,2017-12-25,146,54488,Frente A La Chimenea,https://open.spotify.com/track/7ekLlhVAdxH6mRFoDlA1J3
70950,70950,Coral Cordobesa De Los Pedroches,2017-12-25,151,53850,Pero Mira Como Beben,https://open.spotify.com/track/2F1lgFnya5d5c7tjuWNYeZ
70951,70951,Michael Bublé,2017-12-25,152,53345,Santa Claus Is Coming to Town,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
70953,70953,Burl Ives,2017-12-25,154,52866,A Holly Jolly Christmas - Single Version,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
70957,70957,Michael Bublé,2017-12-25,158,52281,Mis Deseos / Feliz Navidad (duet with Thalia),https://open.spotify.com/track/0kmrXYtFI8cgxsShrJpThx
70958,70958,Michael Bublé,2017-12-25,159,52051,White Christmas (duet with Shania Twain),https://open.spotify.com/track/2gbCG4Rt9984UZ7Tc0dIFd
70959,70959,Demi Lovato,2017-12-25,160,51894,I'll Be Home For Christmas - Recorded at Spotify Studios NYC,https://open.spotify.com/track/4G0YpYB1Ullb5rgJeJoMcP
70962,70962,Sam Smith,2017-12-25,163,51744,"River - Recorded At RAK Studios, London",https://open.spotify.com/track/29UQV9kjexf0TJAR0UElID
70965,70965,Michael Bublé,2017-12-25,166,51428,All I Want for Christmas Is You,https://open.spotify.com/track/0xPaZrF25ltzvz1a2Pm5DQ
70969,70969,Parchis,2017-12-25,170,51167,¡Ay! del Chiquirritin,https://open.spotify.com/track/3avEmlpCtDrgkZCilJ1M7n
70970,70970,Frank Sinatra,2017-12-25,171,50993,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
70974,70974,Michael Bublé,2017-12-25,175,50154,Jingle Bells (feat. The Puppini Sisters),https://open.spotify.com/track/4qBejt9FeqLI9blHI1Nq1x
70975,70975,Villancicos,2017-12-25,176,49759,Fun Fun Fun,https://open.spotify.com/track/7zkQwd9ZjsqvGexq5oQ4m6
70977,70977,Luis Miguel,2017-12-25,178,49326,Estaré En Mi Casa Esta Navidad,https://open.spotify.com/track/5L88nFlpqgkYnVgemRIVwi
70979,70979,Darlene Love,2017-12-25,180,49199,Christmas (Baby Please Come Home),https://open.spotify.com/track/46pF1zFimM582ss1PrMy68
70980,70980,Laura Pausini,2017-12-25,181,48820,Feliz navidad (with The Patrick Williams Orchestra),https://open.spotify.com/track/6fbxAI9FbXnMsyKxzyh1gk
70982,70982,Sam Smith,2017-12-25,183,48749,Have Yourself A Merry Little Christmas,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E
70983,70983,Louis Armstrong,2017-12-25,184,48727,What A Wonderful World - Single Version,https://open.spotify.com/track/29U7stRjqHU6rMiS8BfaI9
70985,70985,Brenda Lee,2017-12-25,186,48649,Rockin' Around The Christmas Tree - Single Version,https://open.spotify.com/track/3T7dNA7O8c3Axj5WyDNcH3
70991,70991,Britney Spears,2017-12-25,192,48412,My Only Wish (This Year),https://open.spotify.com/track/7aiVBCp1ibIWE5GeHkbtxr
70996,70996,Luis Miguel,2017-12-25,197,47979,Va A Nevar,https://open.spotify.com/track/1nMd4JxxVJBk4Y2hyCM1TZ
70997,70997,Mariah Carey,2017-12-25,198,47960,Oh Santa!,https://open.spotify.com/track/4PBsEfsYOwlzoom8b6Jzjh
71604,71604,Wolfine,2017-12-29,5,316234,Bella,https://open.spotify.com/track/4R55IUi2x7S5ek2SpebOiE
71963,71963,Keala Settle,2017-12-30,164,45976,This Is Me,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
72155,72155,Zac Efron,2017-12-31,156,46211,Rewrite The Stars,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
72168,72168,Michael Jackson,2017-12-31,169,44194,Billie Jean,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
72175,72175,Queen,2017-12-31,176,43901,Don't Stop Me Now - Remastered,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
72177,72177,Hugh Jackman,2017-12-31,178,43441,The Greatest Show,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
72286,72286,Don Omar,2018-01-01,87,69803,Danza Kuduro,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw
72309,72309,Macklemore & Ryan Lewis,2018-01-01,110,62532,Can't Hold Us - feat. Ray Dalton,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
72312,72312,Marvin Gaye,2018-01-01,113,61457,Ain't No Mountain High Enough,https://open.spotify.com/track/2H3ZUSE54pST4ubRd5FzFR
72325,72325,Elvis Crespo,2018-01-01,126,56714,Suavemente,https://open.spotify.com/track/7JIjUx3GsL0upxmNJacmtz
72337,72337,The Jackson 5,2018-01-01,138,55199,I Want You Back,https://open.spotify.com/track/3b0EOvScbZUc0qJx0E1L2z
72347,72347,La Sonora Dinamita,2018-01-01,148,52346,Que Nadie Sepa Mi Sufrir,https://open.spotify.com/track/4Y2oUgKIeCRkN93TUzFljq
72348,72348,"Earth, Wind & Fire",2018-01-01,149,52279,September,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ
72353,72353,Bee Gees,2018-01-01,154,51552,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",https://open.spotify.com/track/6pyzBTIjcO2AMkKE6x2Otb
72368,72368,Cardenales De Nuevo León,2018-01-01,169,48649,Belleza De Cantina,https://open.spotify.com/track/4XC7YfQYxDuUa7I287yeWw
72372,72372,Raymix,2018-01-01,173,47819,Oye Mujer,https://open.spotify.com/track/54C5Zk3GdRkHV4SacKBpXQ
72381,72381,Vicente Fernández,2018-01-01,182,47377,Mujeres Divinas,https://open.spotify.com/track/2PxGGRmj5yunYdNF2Ud2vm
72389,72389,Grupo Cañaveral De Humberto Pabón,2018-01-01,190,46087,Tiene Espinas El Rosal,https://open.spotify.com/track/1PZ3QsCFec05Ls3PwOqKXZ
72390,72390,Cumbias Viejitas,2018-01-01,191,45727,Que Bello,https://open.spotify.com/track/2oAVrb21Nsub9b8qIGLVyZ
72391,72391,Banda Sinaloense MS de Sergio Lizárraga,2018-01-01,192,45559,Mi Mayor Anhelo - Balada,https://open.spotify.com/track/2sPhGwIrHw3KmHPX6OlzQb
72394,72394,CNCO,2018-01-01,195,45209,Reggaetón Lento (Remix),https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
72528,72528,Loren Allred,2018-01-02,129,49168,Never Enough,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
72550,72550,Ziv Zaifman,2018-01-02,151,43732,A Million Dreams,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
72581,72581,Hugh Jackman,2018-01-02,182,38387,The Other Side,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr
72789,72789,Hugh Jackman,2018-01-03,190,41046,Come Alive,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g
72798,72798,Hugh Jackman,2018-01-03,199,39695,From Now On,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO
73163,73163,Justin Timberlake,2018-01-05,164,47396,Filthy,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL
73192,73192,Michelle Williams,2018-01-05,193,42339,Tightrope,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa
73257,73257,Movimiento Ciudadano,2018-01-06,58,91322,Movimiento Naranja Regional,https://open.spotify.com/track/5u9HlSPeBN7W79Y91WPEYK
73710,73710,Bruno Mars,2018-01-08,111,59830,Finesse (Remix) [feat. Cardi B],https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
73761,73761,Austyn Johnson,2018-01-08,162,47189,A Million Dreams (Reprise),https://open.spotify.com/track/66y7x28jXOPrcmu3D5Zjh6
73773,73773,Loren Allred,2018-01-08,174,44975,Never Enough (Reprise),https://open.spotify.com/track/6f8b6mxNNDJdE5tC4MCTxt
73791,73791,Bomba Estéreo,2018-01-08,192,42088,To My Love - Tainy Remix,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx
73796,73796,Rita Ora,2018-01-08,197,41228,Anywhere,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
74133,74133,Karol G,2018-01-10,134,57329,Ahora Me Llama,https://open.spotify.com/track/0alSPoUfrGb0RdVVG4Lf3n
74193,74193,Greeicy,2018-01-10,194,44022,Amantes,https://open.spotify.com/track/3IyPnNX142pvWx6D5CiimD
74307,74307,Yuawi,2018-01-11,108,64360,Movimiento Naranja Yuawi,https://open.spotify.com/track/7yJhseqU4pncHX90Tbalmp
74352,74352,Dj Kass,2018-01-11,153,52728,Scooby Doo Pa Pa,https://open.spotify.com/track/1xndOD8CreR5ctkOv5G1LN
74420,74420,Camila Cabello,2018-01-12,21,198638,Havana,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
74433,74433,Enrique Iglesias,2018-01-12,34,155566,EL BAÑO,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
74449,74449,Camila Cabello,2018-01-12,50,125530,Never Be the Same,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
74458,74458,Camila Cabello,2018-01-12,59,100171,She Loves Control,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
74476,74476,Camila Cabello,2018-01-12,77,79495,Real Friends,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv
74553,74553,Camila Cabello,2018-01-12,154,54358,All These Years,https://open.spotify.com/track/4XLu3tTSZiPFVC9mmuR6Zp
74560,74560,Camila Cabello,2018-01-12,161,53517,Inside Out,https://open.spotify.com/track/5xi2SXmF3A5AIsuGXiUIZu
74568,74568,Camila Cabello,2018-01-12,169,51927,Consequences,https://open.spotify.com/track/7sTtHHrD0zDpmzQzH3zegz
74588,74588,Camila Cabello,2018-01-12,189,47312,Something's Gotta Give,https://open.spotify.com/track/7IL3UOlcJ6nmcCMwpnlfcA
74599,74599,Dua Lipa,2018-01-12,200,46086,IDGAF,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
74735,74735,Natti Natasha,2018-01-13,136,59028,Amantes de una Noche,https://open.spotify.com/track/2iCOdoyDmWG3hWkbtH1KB2
75068,75068,The Cranberries,2018-01-15,69,79913,Zombie,https://open.spotify.com/track/6xy6jNeNTYwjnKTDzMyHw2
75088,75088,The Cranberries,2018-01-15,89,67185,Linger,https://open.spotify.com/track/1aLNpg2kKvUncflV8xE5AA
75123,75123,HotSpanish,2018-01-15,124,57634,Groupie (feat. BenElGringo),https://open.spotify.com/track/7sg5arPA3B7ayEPbqDKP4X
75129,75129,Lean Trap,2018-01-15,130,55816,La Modelo,https://open.spotify.com/track/76DNqvSyzL9VCkhlnByqLf
75146,75146,The Cranberries,2018-01-15,147,52168,Dreams,https://open.spotify.com/track/0md12GKBGH8ZuLG2fTfGUz
75178,75178,The Cranberries,2018-01-15,179,45841,Ode To My Family,https://open.spotify.com/track/1eQuRtkMEPhf2DGzpBVTE6
75278,75278,The Cranberries,2018-01-16,79,76176,Animal Instinct,https://open.spotify.com/track/6aNIlLxN1xMNi5XH4Di6NP
75316,75316,The Cranberries,2018-01-16,117,62352,Just My Imagination,https://open.spotify.com/track/484sAt8h6YYMXNuBV2oT83
75334,75334,Taylor Swift,2018-01-16,135,57843,End Game,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
75335,75335,Kendrick Lamar,2018-01-16,136,57440,All The Stars (with SZA),https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
75377,75377,Troye Sivan,2018-01-16,178,48344,My My My!,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO
75392,75392,The Cranberries,2018-01-16,193,44772,When You're Gone,https://open.spotify.com/track/1B1OR4xi0FxtKqmufi41fn
75594,75594,Café Tacvba,2018-01-17,195,43990,Eres,https://open.spotify.com/track/6kdCN6gTWLcLxmLXoUcwuI
75853,75853,Daddy Yankee,2018-01-19,54,107955,Dura,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
75854,75854,J Balvin,2018-01-19,55,106003,Machika,https://open.spotify.com/track/4vKltMFviBKMdhYu3FDLY0
75916,75916,The Chainsmokers,2018-01-19,117,63462,Sick Boy,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0
76018,76018,Lean Trap,2018-01-20,19,213755,Scooby Doo Papa!,https://open.spotify.com/track/6csZYoffpZ7iuSw83x2zVy
76050,76050,J Balvin,2018-01-20,51,125573,Machika,https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy
76116,76116,Ozuna,2018-01-20,117,64115,Solita,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
76347,76347,Drake,2018-01-21,148,47663,God's Plan,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
77365,77365,Laura Pausini,2018-01-26,166,53067,Nadie ha dicho,https://open.spotify.com/track/7hSLEk0h67Q5NO1TfLHgLf
77377,77377,Sebastian Yatra,2018-01-26,178,51167,No Hay Nadie Más,https://open.spotify.com/track/0U8WdltGpu3OC0ma9yLmjX
77596,77596,Cornelio Vega y su Dinastia,2018-01-27,197,47411,No Me Hubiera Enamorado,https://open.spotify.com/track/6XiSceaDaO2vaYF2B2A70t
77598,77598,Danny Ocean,2018-01-27,199,46696,Vuelve,https://open.spotify.com/track/4KM3EegQxVIvcihTEjPdRf
78093,78093,Sebastian Yatra,2018-01-30,94,66162,No Hay Nadie Más,https://open.spotify.com/track/6wos8Ds5FKMe33GjBHRake
78394,78394,Bruno Mars,2018-01-31,195,44824,Just the Way You Are,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
78395,78395,Bazzi,2018-01-31,196,44820,Mine,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
78457,78457,Ozuna,2018-02-01,58,95324,El Farsante - Remix,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
78599,78599,Bruno Mars,2018-02-01,200,45021,Versace On The Floor,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
78679,78679,Mon Laferte,2018-02-02,80,79613,Antes De Ti,https://open.spotify.com/track/52mAZX0RHFYvjVE3wJ3KJB
78708,78708,The Weeknd,2018-02-02,109,67788,Pray For Me (with Kendrick Lamar),https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
78716,78716,Justin Timberlake,2018-02-02,117,64999,Filthy,https://open.spotify.com/track/5ZpjODX6OH1xZs3AOewTO6
78912,78912,The Weeknd,2018-02-03,113,67736,Pray For Me (with Kendrick Lamar),https://open.spotify.com/track/6ZNo7Vi0TE9ul1fhKd4S1M
78942,78942,Mon Laferte,2018-02-03,143,58563,Antes De Ti,https://open.spotify.com/track/5IkOnAKGDJT5M8KpFIHzsd
79197,79197,El Bebeto,2018-02-04,198,41030,Seremos,https://open.spotify.com/track/1ea25iz3zE8aLnbSZ5ZR92
79360,79360,Carlos Vives,2018-02-05,161,44607,La Bicicleta,https://open.spotify.com/track/0Gx4VrHzS7pZOEAGrmXXBH
79587,79587,Bruno Mars,2018-02-06,188,44485,Locked Out Of Heaven,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI
79777,79777,Zedd,2018-02-07,178,48492,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
79796,79796,Zoé,2018-02-07,197,45294,Labios Rotos - Live,https://open.spotify.com/track/5XUKgxwI3WF0qLOdFYbzsK
79798,79798,Maite Perroni,2018-02-07,199,45245,Como Yo Te Quiero (feat. Alexis & Fido),https://open.spotify.com/track/6x2js4gDZlpkNBbsAxolBs
79995,79995,Zoé,2018-02-08,196,45896,Soñé - Live,https://open.spotify.com/track/4yy5neMQNmXPbDS4pB7wnn
80017,80017,Dj Kass,2018-02-09,18,202008,Scooby Doo Pa Pa,https://open.spotify.com/track/7qwULjvTujatIaoWC1lu8b
80058,80058,Kendrick Lamar,2018-02-09,59,101788,All The Stars (with SZA),https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
80111,80111,Mau y Ricky,2018-02-09,112,63438,Mi Mala - Remix,https://open.spotify.com/track/6kOHug1s9Nd5gsHrX8irs2
80174,80174,Leslie Grace,2018-02-09,175,50017,Duro y Suave,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
80214,80214,Dj Kass,2018-02-10,15,230906,Scooby Doo Pa Pa,https://open.spotify.com/track/0SSfauqRemnAzOmTJyMn3v
80258,80258,Kendrick Lamar,2018-02-10,59,108569,All The Stars (with SZA),https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
80364,80364,Marshmello,2018-02-10,165,52338,FRIENDS,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
80380,80380,Liam Payne,2018-02-10,181,49800,For You (Fifty Shades Freed) (& Rita Ora),https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
80398,80398,Kendrick Lamar,2018-02-10,199,47166,Black Panther,https://open.spotify.com/track/5qN4HFkapdAOV94XPryVof
80571,80571,Ariel Camacho y Los Plebes Del Rancho,2018-02-11,172,43627,Te Metiste,https://open.spotify.com/track/4KrXsgZHi1yLZLB1Wlgcbt
80598,80598,Virlan Garcia,2018-02-11,199,40566,En Donde Esta Tu Amor,https://open.spotify.com/track/3HGJyp3fbmd5ylCe3dvLiS
80699,80699,Liam Payne,2018-02-12,100,62835,For You (Fifty Shades Freed) (& Rita Ora),https://open.spotify.com/track/4ESIYCrLnFoUd1mVbISDot
80769,80769,Hailee Steinfeld,2018-02-12,170,47118,Capital Letters,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
80948,80948,Chris Jeday,2018-02-13,149,53996,Ahora Dice - Real Hasta La Muerte Remix,https://open.spotify.com/track/1fs9kTASuC9RJ9say6KX2K
80970,80970,Hailee Steinfeld,2018-02-13,171,49641,Capital Letters,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
81126,81126,Beyoncé,2018-02-14,127,60973,Halo,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
81139,81139,A Great Big World,2018-02-14,140,57540,Say Something,https://open.spotify.com/track/5TvE3pk05pyFIGdSY9j4DJ
81163,81163,Meghan Trainor,2018-02-14,164,52888,Like I'm Gonna Lose You,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
81183,81183,Matisse,2018-02-14,184,50118,Acuérdate de Mí,https://open.spotify.com/track/3sjxyR6C8OjKPnGYpsthzH
81184,81184,Adele,2018-02-14,185,49898,Make You Feel My Love,https://open.spotify.com/track/7rPLZ8Krm6CZIbraFUlnWZ
81330,81330,Alex Sensation,2018-02-15,131,59500,Fantasía,https://open.spotify.com/track/2ZwFbSPQDdVIucGNQZbrE5
81331,81331,Alta Consigna,2018-02-15,132,59089,Culpable Tu,https://open.spotify.com/track/6Noolt3kEQyfDllwi03nws
81417,81417,Bad Bunny,2018-02-16,18,211010,Amorfoda,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
81443,81443,Reik,2018-02-16,44,146212,Me Niego,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
81473,81473,Sofia Reyes,2018-02-16,74,91142,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
81530,81530,Morat,2018-02-16,131,62673,Para Que Nadie Se Entere,https://open.spotify.com/track/7z1wIFIRL7vklInexuBULL
81579,81579,Nacho,2018-02-16,180,52444,No Te Vas,https://open.spotify.com/track/6yuArSnBrhykjkCxb8eXvl
81624,81624,Post Malone,2018-02-17,25,209109,rockstar,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
81659,81659,Bad Bunny,2018-02-17,60,111925,Amorfoda,https://open.spotify.com/track/3zaMCRR8g6AvyMLMcuQ73N
81772,81772,Ulices Chaidez,2018-02-17,173,53224,Que Bonito Es Querer,https://open.spotify.com/track/7Jcvu13qlP4km0uDX9p2pZ
81950,81950,Morat,2018-02-18,151,49438,Para Que Nadie Se Entere,https://open.spotify.com/track/0vHHaHdM35DqIXhrptjjvn
81997,81997,Alfredo Olivas,2018-02-18,198,42127,El Problema,https://open.spotify.com/track/3LPNzkLzz164pzoiEnNtCt
82390,82390,BlocBoy JB,2018-02-20,191,46679,Look Alive (feat. Drake),https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
82515,82515,The Chainsmokers,2018-02-21,116,62570,Sick Boy,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
82665,82665,Imagine Dragons,2018-02-22,66,95206,Thunder,https://open.spotify.com/track/5VnDkUNyX6u5Sk0yZiP8XB
82690,82690,Imagine Dragons,2018-02-22,91,74017,Believer,https://open.spotify.com/track/1NtIMM4N0cFa1dNzN15chl
82889,82889,Ricky Martin,2018-02-23,90,80702,Fiebre,https://open.spotify.com/track/0oFqlgK2LJ9eMlpGBCmRvf
82893,82893,Alejandro Fernandez,2018-02-23,94,77979,Para Sacarte De Mi Vida,https://open.spotify.com/track/43dQwFD0vtPSprSEgGUceQ
82909,82909,Post Malone,2018-02-23,110,69221,Psycho (feat. Ty Dolla $ign),https://open.spotify.com/track/7wrDRQgHlvDnimrRHfQZxt
82919,82919,5 Seconds of Summer,2018-02-23,120,65436,Want You Back,https://open.spotify.com/track/2Pvr8rYuh5J8V7QglJhH6W
83070,83070,Post Malone,2018-02-24,71,97591,Psycho (feat. Ty Dolla $ign),https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
83151,83151,Morat,2018-02-24,152,57266,Antes De Los Veinte,https://open.spotify.com/track/2FrWIJn9LaahbmYvzWGr7v
83175,83175,DJ Cobra Monterrey,2018-02-24,176,52156,Scooby Doo Papa (Remix),https://open.spotify.com/track/4RG3pGhLyRAncBUSFCyD1k
