,Unnamed: 0,artist_id,artist_name
8830,8830,1099086,Karol Sevilla
8838,8838,1675952,Noche De Paz
8839,8839,1094535,Elenco de Soy Luna
8841,8841,404880,Gael García Bernal
8842,8842,1426477,Gael García Bernal
8847,8847,71175,Devendra Banhart
8848,8848,154085,@cmhenty
8849,8849,360063,Hannah Fury
8860,8860,344580,Bronco
8861,8861,12404,Action Bronson
8862,8862,685,Tyler
8863,8863,22764,Luke Bryan
8864,8864,1237725,Chris Abolade
8865,8865,455,Lil B
8866,8866,998519,DBUK
8869,8869,66715,Sports Genius
8895,8895,446,Miguel
8905,8905,452207,Jorge Blanco
8945,8945,1543249,Drake & Michael Jackson
8946,8946,835,Michael Jackson
9055,9055,16735,The Police
9057,9057,1558,MellowHype
9058,9058,1169,LCD Soundsystem
9059,9059,931,Boosie Badazz
9061,9061,44083,Pink Guy
9063,9063,678090,G Girls
9064,9064,59,2Pac
9075,9075,455477,Wolfine
9078,9078,1178484,Alberto Stylee & Wolfine
9085,9085,361720,Yahir
9092,9092,1589295,Axel Yahir
9155,9155,357853,Paty Cantú
9290,9290,1081,Flo Rida
9292,9292,38175,Florida Georgia Line
9296,9296,1000448,Higher Brothers
9321,9321,1326109,J Balvin
9322,9322,183935,Anitta
9323,9323,1294184,Alesso & Anitta
9510,9510,12297,Arctic Monkeys
9690,9690,1205,Mariah Carey
9751,9751,11395,G-Eazy
9754,9754,1491593,G-Eazy & Kehlani
9760,9760,45,Eminem
9860,9860,354244,José Feliciano
9862,9862,457,Diamond D
9870,9870,15441,Wham!
9872,9872,1487798,Silver (Rock)
9875,9875,554,Tyga
9879,9879,46723,Darryl Dawkins
9920,9920,285859,Bobby Helms
9930,9930,1554721,Celia Cruz y La Sonora Matancera
9931,9931,95025,Celia Cruz
9936,9936,59801,Michael Bublé
9971,9971,1453253,Vazquez Sounds
9976,9976,19340,Chuck Berry
9986,9986,1645,Elvis Presley
9991,9991,88,Rick Ross
10006,10006,454995,La rondalla de saltillo
10066,10066,8662,The Jackson 5
10076,10076,16450,John Lennon
10077,10077,276476,Sch
10080,10080,365413,John Lennon & Yoko Ono
10084,10084,12135,Nice Peter
10086,10086,1476,Wax
10087,10087,354072,Rosana
10092,10092,1228561,Rosanah Fienngo
10096,10096,1893,Gwen Stefani
10099,10099,24421,No Doubt
10116,10116,530082,Grupo Infantil Guarderia Pon
10117,10117,621176,Machado de Assis
10118,10118,26011,Ernest Hemingway
10119,10119,71326,Los Chikos del Maíz
10120,10120,11714,Kelly Clarkson
10130,10130,12767,RAF Camora
10160,10160,103765,Burl Ives
10220,10220,402524,Parchis
10230,10230,824,Frank Sinatra
10249,10249,123485,Villancicos de Navidad
10250,10250,452494,Villancicos
10252,10252,532417,Villancicos Navideños
10269,10269,290838,Darlene Love
10279,10279,78828,Laura Pausini
10299,10299,26349,Louis Armstrong
10301,10301,350588,Ella Fitzgerald & Louis Armstrong
10309,10309,32563,Brenda Lee
10319,10319,1052,Britney Spears
10359,10359,687008,Keala Settle
10360,10360,1600466,Keala Settle
10361,10361,1426821,Keala Settle & The Greatest Showman Ensamble
10363,10363,54329,Hugh Jackman
10365,10365,1228261,Original Broadway Cast of Waitress
10368,10368,184927,Zac Efron
10371,10371,1050050,Taylor Swift & Zac Efron
10403,10403,1467954,Ziv Zaifman
10425,10425,944,Marvin Gaye
10426,10426,1036167,Marvin Gaye & Tammi Terrell
10435,10435,148541,Elvis Crespo
10454,10454,379666,La Sonora Dinamita
10464,10464,13163,Earth
10474,10474,800,Bee Gees
10484,10484,405504,Cardenales De Nuevo Leon Los
10485,10485,372963,Cardenales De Nuevo Leon
10494,10494,1217303,Raymix
10514,10514,526323,Grupo Cañaveral De Humberto Pabón
10515,10515,456163,Cumbias viejitas
10519,10519,183638,Salvaje Decibel
10520,10520,364539,Negusa Negast
10523,10523,667887,Coco Jadad
10524,10524,11871,Nach
10545,10545,1277364,Loren Allred
10547,10547,1433863,Hardwell & Kaaze
10549,10549,1509815,Michael Mott
10550,10550,458918,Magnatiz
10551,10551,370868,Sophia Loren
10552,10552,1628123,Shuga & Loren
10553,10553,221669,Odell Shepard
10555,10555,1277357,Ziv Zaifman
10557,10557,133832,Dub Inc
10558,10558,989579,Eigen Makelij
10559,10559,452981,Hidra
10560,10560,58676,Pono
10561,10561,338827,Morbid Angel
10562,10562,553636,Fundacja nr 1
10563,10563,344624,Davide Van De Sfroos
10564,10564,222741,Day Who
10605,10605,35041,Michelle Williams
10615,10615,1308689,Yuawi
10616,10616,453630,Delafe y las flores azules
10617,10617,319200,Natalio Alberto Nisman
10618,10618,327979,Mariano José de Larra
10619,10619,323908,Francisco Madero
10620,10620,319989,Ejército Zapatista de Liberación Nacional (EZLN)
10623,10623,42348,Hillary Clinton
10624,10624,1034938,Gordo Sarkasmus
10635,10635,1277361,Austyn Johnson
10636,10636,224369,NFL Rosters
10637,10637,228570,New Orleans Saints
10638,10638,64228,Tammy Wynette
10639,10639,356068,Eric Johnson
10640,10640,52703,Performance of the Day
10641,10641,1167,Johnny Cash
10652,10652,364644,Bomba Estéreo
10663,10663,17853,Rita Ora
10682,10682,1402753,Greeicy
10686,10686,1652866,Mike Bahía & Greeicy
10689,10689,1203137,The Rudeboyz (Producers)
10690,10690,1438753,Aitana & Ana Guerra
10693,10693,638833,Yawil
10694,10694,1663759,BRU$ondabeat
10695,10695,638831,Deuks
10696,10696,1176075,Zouhair Bahaoui
10697,10697,1073333,ElGrandeToto
10699,10699,53820,William Gibson
10700,10700,1375,Mister You
10701,10701,19606,Parliament
10702,10702,1130186,DJ Kass
10709,10709,1311883,TKND
10710,10710,360231,Tali Goya
10822,10822,31849,The Cranberries
10831,10831,40035,AJJ
10842,10842,1113863,HotSpanish
10848,10848,1113864,Hotspanish 
10852,10852,17621,Slim Lean
10854,10854,1194,Soulja Boy Tell 'Em
10856,10856,1269949,​ohtrapstar
10857,10857,65109,Rich the Kid
10858,10858,1054775,Lean Chihiro
10859,10859,667554,Hella Sketchy
10861,10861,641165,Bryuk
11042,11042,1239616,Cornelio Vega & Su Dinastía
11078,11078,1033670,Bazzi
11158,11158,452120,El Bebeto
11387,11387,87946,A Great Big World
11397,11397,201194,Meghan Trainor
11404,11404,1571124,Sigala
11547,11547,1254513,BlocBoy JB
11551,11551,1480576,Fast Food Music
11617,11617,64610,5 Seconds of Summer
11647,11647,381820,El Pelon Del Mikrophone
11648,11648,44209,C-Kan
11649,11649,18222,Eptos Uno
11710,11710,48433,RBD
11712,11712,134675,101Barz
11713,11713,46674,RBDjan
11810,11810,1196714,Khea
11814,11814,1620607,Khea
11815,11815,1660854,Sfera Ebbasta
11820,11820,621216,Rels B
11830,11830,17974,Karpe
11831,11831,344450,Kim Larsen
11832,11832,36209,Deichkind
11833,11833,507600,Um Barril de Rap
11834,11834,311079,Håkan Hellström
11835,11835,20282,Hermann Weiss
11836,11836,53391,Kaper Spez
11837,11837,133596,Kent
11838,11838,40898,Charlie Brown Jr.
11839,11839,224954,M.O.R.
11924,11924,1498971,Rudimental & Major Lazer
11950,11950,344442,David Bisbal
12010,12010,1344744,Nábalez
12012,12012,354378,Mau Mau
12013,12013,1908,Rohff
12016,12016,363556,Thomas Fersen
12018,12018,225413,Roger Whittaker
12019,12019,1108148,NODE
12079,12079,43316,Prince and the Revolution
12081,12081,12908,Diplo
12082,12082,953,Gil Scott-Heron
12084,12084,569723,Tedua
12088,12088,238,Immortal Technique
12229,12229,357275,Héroes Del Silencio
12259,12259,353513,Duncan Dhu
12269,12269,740,Sean Paul
12359,12359,1118631,Yashua
12364,12364,366218,Matoma
12365,12365,28059,Dillon Francis
12366,12366,1488799,Maahez
12367,12367,993071,Kurt Hugo Schneider
12409,12409,1464085,Edwin Luna Y La Trakalosa De Monterrey
12414,12414,538699,Irving Casanova
12425,12425,621678,Cardi B
12433,12433,1737585,Cardi B & Kehlani
12465,12465,1147558,Paulo Londra
12495,12495,357911,Jaguares
12566,12566,1466087,Nio García
12568,12568,649495,Nio García
12585,12585,532296,Ana Mena
12595,12595,370982,La Uniøn
12597,12597,1115564,La Union Secreta
12598,12598,367673,Resistencia Suburbana
12615,12615,1064869,Dennis Lloyd
12944,12944,350763,Diego Boneta
12953,12953,532288,The Rock Of Ages Movie Band
13074,13074,381117,Monsieur Periné
13084,13084,1036798,Jon Z
13085,13085,388726,Residente
13088,13088,1442758,Residente & Dillon Francis
13169,13169,665740,Dillon Francis & NGHTMRE
13170,13170,1151401,Dillon Francis & Skrillex
13173,13173,1151403,Dillon Francis & Kygo
13284,13284,1467295,Matt Hunter & Lele Pons
13285,13285,454413,Matt Hunter
13304,13304,1745,Childish Gambino
13784,13784,110,Pharrell Williams
13786,13786,1476819,Pharrell Williams & Camila Cabello
13790,13790,747,N.E.R.D
13838,13838,1635275,Ellie Goulding & Diplo
13841,13841,80,The Diplomats
14014,14014,38586,​a-ha
14015,14015,158709,Thomas Rhett
14016,14016,349622,Aileen Quinn
14017,14017,181,Bob Dylan
14018,14018,209028,Otsochodzi
14020,14020,204702,Bethel Music
14021,14021,24422,Oxxxymiron
14022,14022,586,The Beatles
14023,14023,25320,Queens of the Stone Age
14024,14024,614962,Kidd Keo
14104,14104,1120857,Lenin Ramirez
14110,14110,19305,Alaclair Ensemble
14111,14111,322612,Sofokles
14112,14112,33559,Homer
14113,14113,29299,PeeRZet
14154,14154,8371,Solange
14155,14155,72,Kanye West
14159,14159,22,The Notorious B.I.G.
14160,14160,1985,Frank Ocean
14162,14162,1102,Skylar Grey
14163,14163,569922,Lil Peep
14184,14184,1316674,El De La Guitarra
14188,14188,482177,Musica cristiana grupo cofrades
14189,14189,1147218,Aguaturbia
14190,14190,36924,Federico García Lorca
14191,14191,361268,La Máquina De Hacer Pájaros
14192,14192,99229,Los Prisioneros
14193,14193,344501,José José
14204,14204,615550,Billie Eilish
14313,14313,1071702,Joss Favela
14314,14314,425,The Black Eyed Peas
14315,14315,135104,3 Ball MTY
14316,14316,1157986,Clínica do Rap
14317,14317,15067,MV Bill
14318,14318,459500,Zé Keti
14319,14319,610715,Favela Mafia
14320,14320,86298,DeXter 8° Anjo
14321,14321,652122,RBV
14322,14322,452511,Adriel Favela
14441,14441,1237094,Juice WRLD
14448,14448,1657667,​benny blanco & Juice WRLD
14449,14449,1606124,Future & Juice WRLD
14481,14481,721,Tinie Tempah
14492,14492,92,Nicki Minaj
14751,14751,484298,Alvaro Soler
14761,14761,699788,Molo
14764,14764,2398,Sefyu
14769,14769,14483,Molotov
15041,15041,1227382,DOB
15042,15042,15369,A$AP Ferg
15043,15043,640,King Los
15045,15045,47129,Skrewtape
15046,15046,217,DJ Quik
15047,15047,52179,URLtv
15048,15048,82074,The FADER
15049,15049,23267,Kerser
15050,15050,49121,Grind Time Now
15081,15081,1396173,Marcos Menchaca
15085,15085,1396464,Cada vez más
15088,15088,1073575,Louvo no Flow
15089,15089,354000,Chrystian & Ralf
15090,15090,301812,United States Court of Appeals
15091,15091,355912,La Mosca Tsé-Tsé
15101,15101,1654768,Grupo Arranke
15102,15102,386127,Grupo Pegasso
15103,15103,355936,Grupo Niche
15104,15104,95329,Genius Brasil
15105,15105,353345,Squallor
15106,15106,222392,Lord Bean
15107,15107,334474,Antologia Polskiego Rapu
15109,15109,1361302,Guess SU
15110,15110,467257,Puro L
15111,15111,344597,Pancho Barraza
15131,15131,989559,Loud Luxury
15138,15138,630470,Joji
15139,15139,1740819,DVBBS & blackbear
15151,15151,665697,Janieck
15154,15154,1400212,Lucas & Steve x Janieck
15157,15157,1316352,Deepend & Janieck
15159,15159,248387,Lost Frequencies
15160,15160,240934,Alle Farben
15291,15291,357527,Los Tucanes De Tijuana
15301,15301,1124097,6ix9ine
15411,15411,1560750,Dynoro & Gigi D'Agostino
15412,15412,1445814,Dynoro
15417,15417,541588,DYNOR 75
15418,15418,57323,Herodotus
15419,15419,459274,Nakash Aziz
15420,15420,363304,Soldat Louis
15431,15431,624480,Bryant Myers
15433,15433,1593960,Bryant Myers & Bad Bunny
15441,15441,1409820,Lil'Boula
15442,15442,375598,Fatoumata Diawara
15443,15443,201409,K.O (Mr Cashtime)
15444,15444,331672,Hanf Kung
15445,15445,1553381,Rism
15446,15446,453220,Vacca
15447,15447,68063,Slums Attack
15448,15448,733684,Yalbi
15449,15449,1205769,Don Cavelle
15451,15451,59765,Cartel MC's
15452,15452,660251,Pozo Musikandante
15453,15453,1451309,Nachodowntempo
15454,15454,1226960,Latin Grammys
15455,15455,343823,Binomio De Oro De América
15458,15458,634387,Diomedes Chinaski
15459,15459,1163022,FullRap Alicante
15460,15460,225165,Roberto Bolaño
15496,15496,679586,Young Thug & Travis Scott
15531,15531,23665,Kurt Cobain
15532,15532,37902,Kurt Vile
15533,15533,1412517,Osman Starkov
15534,15534,210737,Kurt Russell
15535,15535,337,T-Pain
15536,15536,803,Kurtis Blow
15540,15540,24794,Kurt Vonnegut
15543,15543,1736433,‌benny blanco
15544,15544,1742464,​benny blanco
15545,15545,7092,3OH!3
15546,15546,1617742,​benny blanco & Calvin Harris
15547,15547,28906,​benny blanco
15548,15548,1686085,​benny blanco
15621,15621,453424,Ximena Sariñana
15691,15691,1108,Aretha Franklin
15695,15695,51819,RIN
15820,15820,1469188,Lele Pons
15823,15823,1645756,Aitana & Lele Pons
15824,15824,1740824,Lele Pons & Fuego
15826,15826,16711,Dax
15827,15827,1004877,Lenny Tavárez
15909,15909,1142143,Alex Rose
15919,15919,8231,Mark Ronson
15921,15921,1444112,Action Bronson
15925,15925,352261,Mark Ronson & The Business Intl
15928,15928,733585,Mark Ronson
16079,16079,1266228,Pinkfong
16082,16082,1086001,Deep-Laid
16083,16083,1731628,DJ StagBag
16084,16084,25815,The Mountain Goats
16085,16085,174564,A Fine Frenzy
16086,16086,353532,The Music Tapes
16129,16129,7653,LP
16224,16224,1030558,"Pacho ""El Antifeka"""
16264,16264,13663,Jason Mraz
16275,16275,1543829,Silk City
16276,16276,1481552,Silk City
16494,16494,485003,Tlen huicani
16497,16497,1425257,Bright Steam
16498,16498,147032,STUDENT
16499,16499,11771,Mr. J. Medeiros
16500,16500,136463,Mecca Rebell
16501,16501,1529113,Eel People
16502,16502,34286,Tori Amos
16503,16503,655401,AngelMaker
16590,16590,355409,Pablo Montero
16630,16630,41714,MezzoSangue
16631,16631,334256,Extremoduro
16632,16632,1136683,Krawk
16633,16633,674692,FBC
16636,16636,348342,Caos
16637,16637,15198,RZO
16641,16641,1581869,Lil Peep & XXXTENTACION
16645,16645,1015803,Lil Peep & Lil Tracy
16650,16650,376236,Leonel García
16680,16680,396531,Ski Mask the Slump God
16720,16720,1037941,Franco De Vita
16790,16790,1294340,T3R Elemento
16880,16880,358252,Danna Paola
16882,16882,1698714,Danna Paola & HRVY
16960,16960,355330,Super Junior
16965,16965,523950,Super Junior K.R.Y.
16969,16969,389482,Super Junior-D&E
17010,17010,45120,Drake Bell
17160,17160,1521573,Lalo Ebratt
17163,17163,1745258,Lalo Ebratt
17165,17165,1458775,Yera
17166,17166,1107319,Sharlene
17190,17190,373171,Pedro Capó
17229,17229,1189492,Ava Max
17429,17429,1631138,Kenia OS
17430,17430,151511,Firma
17432,17432,58540,O.S.T.R.
17433,17433,1302834,Danny B charles
17434,17434,82197,Keni stress
17435,17435,145489,Fronda
17436,17436,355814,​hide
17437,17437,58212,Luckatricks
17438,17438,22318,Ajs Nigrutin
17439,17439,20268,AC/DC
17629,17629,1620246,Kenny Man
17632,17632,1058556,Kenny Mann
17636,17636,35857,Montana of 300
17637,17637,54632,Walker Hayes
17738,17738,13,Gucci Mane
17740,17740,1202750,Gucci Mane & Nicki Minaj
17858,17858,405312,Reyli Barba
17998,17998,544795,Alemán
18003,18003,578839,Los Alemanes
18007,18007,12076,Farid Bang
18008,18008,1167286,Maikel Delacalle
18188,18188,1662297,Lunay
18189,18189,1440993,Lunay
18193,18193,23108,Manu Chao
18195,18195,405028,Ráfaga
18196,18196,343520,La Vida Bohème
18197,18197,15808,El Matador
18218,18218,1068969,YUZI 💔
18219,18219,1001131,Yuri Joness
18220,18220,1024738,104
18223,18223,2223,Dosseh
18248,18248,632250,MMZ
18249,18249,13616,Jacquees
18250,18250,227428,Sant
18251,18251,138662,Cocteau Twins
18252,18252,13533,Dope D.O.D.
18253,18253,1086907,Mozee Montana
18254,18254,19233,Eric Bellinger
18256,18256,44031,Fuse
18257,18257,51023,Sagaz
18328,18328,456443,Oscar Athie
18330,18330,2992,O.C.
18331,18331,1562087,Microscope - ميكروسكوب
18332,18332,1836,Louis Logic
18333,18333,36260,Derka
18334,18334,14797,The Palmer Squares
18335,18335,66618,La Liga Santander
18336,18336,226320,Sports Genius Football
18337,18337,27983,Rap Genius
18365,18365,367798,Manuel Mijares
18366,18366,383778,Mijares
18376,18376,230458,La Femme
18383,18383,678077,Trade Wind
18395,18395,343596,Daniela Romo
18455,18455,526003,Andy Williams
18465,18465,343936,Ana Belén
18467,18467,1153253,Belén Aguilera
18469,18469,1637809,Ana Belén & Victor Manuel
18471,18471,1033893,Bearoid
18474,18474,75622,Eluveitie
18475,18475,376703,Chichi Peralta
18485,18485,57114,Arianna Puello
18486,18486,671470,Arianna & Flo Rida
18488,18488,1018618,Arianna Afsar
18489,18489,14240,Megan Amram
18490,18490,348307,Arianna
18495,18495,458379,Los socios del ritmo
18501,18501,267713,ChocQuibTown
18502,18502,1296604,Fixihan
18535,18535,44222,Garibaldi
18538,18538,355451,The Ill-Fitting Garibaldis
18540,18540,356987,Statuto
18541,18541,73070,Roggy Luciano
18543,18543,55590,Ismael Serrano
18595,18595,378559,La Factoría
18605,18605,343525,OV7
18625,18625,453320,Rayito Colombiano
18635,18635,350496,Los Angeles De Charly
18645,18645,1645245,Willie Colón & Rubén Blades
18646,18646,73184,Willie Colón
18647,18647,1167225,Willie Colón & Héctor Lavoe
18675,18675,375144,Aaron Y Su Grupo Ilusion
18705,18705,359228,Laura León
18711,18711,456173,Silverio
18712,18712,352057,Azul Azul
18713,18713,25018,Raymond Carver
18714,18714,23404,Planet VI
18730,18730,1638340,Amenazzy & Noriel
18775,18775,1694307,Gesaffelstein & The Weeknd
18776,18776,1745993,Gesaffelstein & Pharrell Williams
18777,18777,56090,Gesaffelstein
18784,18784,458208,The Hacker
18795,18795,1543334,Ed Maverick
18796,18796,1539741,Ed Maverick (Eddie Saucedo)
18805,18805,50838,Panic! at the Disco
18895,18895,488,John Mayer
18935,18935,656695,Rauw Alejandro
18937,18937,1597065,Los Próximos
18942,18942,1678744,Revol & Rauw Alejandro
19015,19015,1307483,Cauty
19019,19019,1569924,Cauty & Lyanno
19205,19205,1645938,Abraham Vazquez
19207,19207,453798,Abraham Velazquez
19213,19213,452640,Perotá Chingó
19214,19214,22129,The Supreme Court of the United States
19325,19325,52290,Aaron Smith
19327,19327,98401,Aaron Smith (Shwayze)
19328,19328,52284,Pew Research Center
19329,19329,53666,Rock Genius
19330,19330,1664,The Temptations
19331,19331,230235,Phaze
19333,19333,349216,Amaseffer
19334,19334,405804,Shane Smith and The Saints
19335,19335,1541604,Guaynaa
19338,19338,55410,Ñejo
19339,19339,1739502,Karly & Yoe
19342,19342,451832,Fennyx Alba
19344,19344,343762,La Pandilla
19395,19395,1693,N.A.S.A.
19396,19396,157150,TropKillaz
19397,19397,1738662,TropKillaz
19398,19398,1470026,TropKillaz & Major Lazer
19402,19402,1095335,Recayd Mob
19403,19403,1700870,Sam Spiegel & TropKillaz
19405,19405,453224,Banda los sebastianes
19448,19448,269600,Darell
19450,19450,1451088,Darell & Ñengo Flow
19452,19452,1440421,Jhay Cortez
19455,19455,57724,Dalex
19475,19475,8436,Jonas Brothers
19522,19522,355834,Dulce María
19575,19575,1549181,Paloma Mami
19581,19581,403901,Maria Dolores Pradera
19583,19583,354463,Umberto Tozzi
19584,19584,343519,Rocío Jurado
19585,19585,356526,Chico Trujillo
19586,19586,13426,Lin-Manuel Miranda
19587,19587,234856,Tempo
19589,19589,11106,Calle 13
19590,19590,354564,Sínkope
19591,19591,479206,Omar Ruiz
19592,19592,61374,Junot Díaz
19594,19594,1442194,Papi Trujillo
